job_id,entry_id,push_timestamp,value,revision,push_id,repository_name,test,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,has_subtests,tags,extra_options,signature_id,framework_id,signature_hash,option_collection_hash,machine_platform,suite,should_alert,alert_id,alert_push_id,alert_prev_push_id,alert_creation_timestamp,alert_first_triaged,alert_triage_due_date,alert_repository,alert_framework,test_id,test_status,test_series_signature_framework_id,test_series_signature_signature_hash,test_series_signature_machine_platform,test_series_signature_test,test_series_signature_suite,test_series_signature_lower_is_better,test_series_signature_has_subtests,test_series_signature_option_collection_hash,test_series_signature_tags,test_series_signature_extra_options,test_series_signature_measurement_unit,test_series_signature_suite_public_name,test_series_signature_test_public_name,test_prev_taskcluster_metadata_task_id,test_prev_taskcluster_metadata_retry_id,test_taskcluster_metadata_task_id,test_taskcluster_metadata_retry_id,test_profile_url,test_prev_profile_url,test_is_regression,test_prev_value,test_new_value,test_t_value,test_amount_abs,test_amount_pct,test_summary_id,test_related_summary_id,test_manually_created,test_classifier,test_starred,test_classifier_email,test_backfill_record_context,test_backfill_record_status,test_backfill_record_total_actions_triggered,test_backfill_record_total_backfills_failed,test_backfill_record_total_backfills_successful,test_backfill_record_total_backfills_in_progress,test_noise_profile,alert_related_alerts,alert_status,alert_bug_number,alert_bug_due_date,alert_bug_updated,alert_issue_tracker,alert_notes,alert_push_timestamp,alert_prev_push_revision,alert_assignee_username,alert_assignee_email,alert_performance_tags
449724543,1853639594,2024-03-05 18:30:41,489.097,867bf0a906009a7dd84967547a5fbb8e9bf6bb5f,1387498,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449724656,1853658612,2024-03-05 18:33:24,482.604,b1dedc536b88c9f5c0e91eeb84892e9328eb67cb,1387501,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449721476,1853602965,2024-03-05 18:34:14,490.834,8632754daac15f378926a4efb6bd274adfe643b3,1387502,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449664777,1853346681,2024-03-05 19:23:59,489.728,c13ff57ddd8d6b9f971a631b45c6da97b3c14fb9,1387560,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449684614,1853419667,2024-03-05 22:16:54,475.58,099f52f30c39008328dfbc02ff824310e082a8da,1387647,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449712930,1853517881,2024-03-06 02:53:23,487.547,488c772c72746cdfbf99e927acee696c4d6a5aef,1387831,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449794136,1853827151,2024-03-06 14:00:28,484.34,143c3925806ed35200c2a71e650e7e74f58520a7,1388157,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449828678,1853944580,2024-03-06 18:03:03,489.421,03e6d6ff8bde56b645cfbc34dee452ff375ff3ca,1388329,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449900638,1854330647,2024-03-06 18:04:52,492.275,2a33c6ffb867576c11fa7edb2e13b7bf5b39d650,1388332,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
449829542,1853953770,2024-03-06 18:05:41,485.239,f408182c4687f0490084c35cc766e637d0bdfd0f,1388333,autoland,,False,motionmark-htmlsuite-1-3 opt fission webrender,,77,score,firefox,True,|f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,,5050527,13,ad874e2b578f0b62443bef8b6f425e158ac64ad2,102210fe594ee9b33d82058545b1ed14f4c8206e,linux1804-64-shippable-qr,motionmark-htmlsuite-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
